image,skin_color,genre
106816.jpg,Darkest,1
091388.jpg,Darkest,1
018989.jpg,Darkest,1
185896.jpg,Darkest,0
187271.jpg,Darkest,0
172818.jpg,Darkest,1
169790.jpg,Darkest,1
133461.jpg,Darkest,0
061695.jpg,Darkest,0
173326.jpg,Darkest,1
164855.jpg,Darkest,0
078071.jpg,Darkest,0
043377.jpg,Darkest,1
133860.jpg,Darkest,1
135975.jpg,Darkest,1
164246.jpg,Darkest,0
096775.jpg,Darkest,1
137540.jpg,Darkest,1
098348.jpg,Darkest,0
095446.jpg,Darkest,1
001225.jpg,Darkest,0
180713.jpg,Darkest,1
100661.jpg,Darkest,0
135631.jpg,Darkest,0
067215.jpg,Darkest,0
120413.jpg,Darkest,0
019251.jpg,Darkest,1
042255.jpg,Darkest,0
052293.jpg,Darkest,0
184831.jpg,Darkest,1
042057.jpg,Darkest,1
173467.jpg,Darkest,1
019669.jpg,Darkest,1
082688.jpg,Darkest,1
188400.jpg,Darkest,1
169832.jpg,Darkest,0
065995.jpg,Darkest,0
122837.jpg,Darkest,0
173305.jpg,Darkest,1
129396.jpg,Darkest,1
104210.jpg,Darkest,0
074053.jpg,Darkest,1
027755.jpg,Darkest,0
126311.jpg,Darkest,1
073112.jpg,Darkest,0
005737.jpg,Darkest,1
090710.jpg,Darkest,0
113394.jpg,Darkest,0
036504.jpg,Darkest,1
002449.jpg,Darkest,1
065388.jpg,Darkest,0
181813.jpg,Darkest,1
022438.jpg,Darkest,1
182856.jpg,Darkest,0
022488.jpg,Darkest,1
194712.jpg,Darkest,0
154873.jpg,Darkest,1
134413.jpg,Darkest,1
032705.jpg,Darkest,1
162456.jpg,Darkest,0
191496.jpg,Darkest,1
193530.jpg,Darkest,1
134214.jpg,Darkest,1
184299.jpg,Darkest,0
198881.jpg,Darkest,1
001508.jpg,Darkest,0
100400.jpg,Darkest,0
020854.jpg,Darkest,1
018313.jpg,Darkest,1
150380.jpg,Darkest,1
158509.jpg,Darkest,1
156294.jpg,Darkest,0
198738.jpg,Darkest,1
014064.jpg,Darkest,0
170469.jpg,Darkest,1
129256.jpg,Darkest,0
124982.jpg,Darkest,0
016501.jpg,Darkest,0
045603.jpg,Darkest,0
118302.jpg,Darkest,0
120844.jpg,Darkest,0
168960.jpg,Darkest,1
029928.jpg,Darkest,1
002944.jpg,Darkest,1
083525.jpg,Darkest,1
183294.jpg,Darkest,0
041314.jpg,Darkest,1
038984.jpg,Darkest,1
161417.jpg,Darkest,1
008339.jpg,Darkest,1
032338.jpg,Darkest,1
191478.jpg,Darkest,0
154042.jpg,Darkest,1
105782.jpg,Darkest,0
046693.jpg,Darkest,1
093706.jpg,Light,1
169696.jpg,Light,0
146846.jpg,Light,0
134977.jpg,Light,1
024580.jpg,Light,1
142765.jpg,Light,1
114251.jpg,Light,1
022046.jpg,Light,0
120137.jpg,Light,0
177244.jpg,Light,0
163557.jpg,Light,1
059152.jpg,Light,0
100755.jpg,Light,1
155998.jpg,Light,1
049180.jpg,Light,1
046264.jpg,Light,1
004043.jpg,Light,0
031946.jpg,Light,1
034037.jpg,Light,0
027922.jpg,Light,1
002220.jpg,Light,1
153721.jpg,Light,1
157547.jpg,Light,0
184079.jpg,Light,1
138380.jpg,Light,0
162918.jpg,Light,0
200670.jpg,Light,1
031401.jpg,Light,0
078001.jpg,Light,0
121606.jpg,Light,0
132108.jpg,Light,0
176004.jpg,Light,1
039075.jpg,Light,0
089563.jpg,Light,1
154064.jpg,Light,1
133941.jpg,Light,1
065454.jpg,Light,1
029676.jpg,Light,0
044129.jpg,Light,0
154306.jpg,Light,1
161430.jpg,Light,0
037104.jpg,Light,1
121982.jpg,Light,0
039882.jpg,Light,1
178606.jpg,Light,0
079281.jpg,Light,1
102627.jpg,Light,0
021954.jpg,Light,1
006694.jpg,Light,0
022078.jpg,Light,0
158878.jpg,Light,1
142613.jpg,Light,1
046449.jpg,Light,0
138430.jpg,Light,1
094731.jpg,Light,1
098127.jpg,Light,0
200891.jpg,Light,1
043938.jpg,Light,0
144500.jpg,Light,1
161958.jpg,Light,1
136814.jpg,Light,1
169445.jpg,Light,1
100236.jpg,Light,1
016468.jpg,Light,0
048272.jpg,Light,0
190194.jpg,Light,0
136747.jpg,Light,1
085764.jpg,Light,0
138569.jpg,Light,0
119955.jpg,Light,1
140820.jpg,Light,1
062303.jpg,Light,0
003058.jpg,Light,0
166763.jpg,Light,1
154060.jpg,Light,1
061226.jpg,Light,0
199574.jpg,Light,0
081449.jpg,Light,1
152177.jpg,Light,0
096690.jpg,Light,1
098681.jpg,Light,0
110146.jpg,Light,0
011516.jpg,Light,0
025923.jpg,Light,0
097607.jpg,Light,0
060264.jpg,Light,1
067523.jpg,Light,1
108319.jpg,Light,0
125513.jpg,Light,0
054315.jpg,Light,0
118490.jpg,Light,1
058077.jpg,Light,0
017990.jpg,Light,1
030532.jpg,Light,0
182394.jpg,Light,1
193528.jpg,Light,1
190035.jpg,Light,0
189564.jpg,Light,0
185821.jpg,Light,1
095367.jpg,Light,1
104442.jpg,Light,1
113165.jpg,Light,0
116009.jpg,Light,0
045445.jpg,Light,1
074868.jpg,Light,0
156411.jpg,Light,0
143975.jpg,Light,1
172570.jpg,Light,1
039015.jpg,Light,0
176064.jpg,Light,0
140059.jpg,Light,0
001171.jpg,Light,0
067545.jpg,Light,0
149684.jpg,Light,0
167974.jpg,Light,1
184437.jpg,Light,0
006352.jpg,Light,1
146010.jpg,Light,1
169024.jpg,Light,1
159864.jpg,Light,0
106435.jpg,Light,1
167785.jpg,Light,0
117921.jpg,Light,0
110041.jpg,Light,0
104829.jpg,Light,1
175975.jpg,Light,1
015071.jpg,Light,1
072565.jpg,Light,0
125415.jpg,Light,0
082133.jpg,Light,0
082899.jpg,Light,1
000130.jpg,Light,1
011983.jpg,Light,0
030783.jpg,Light,0
041185.jpg,Light,0
144957.jpg,Light,0
167156.jpg,Light,1
076701.jpg,Light,0
032625.jpg,Light,0
095101.jpg,Light,0
032427.jpg,Light,1
123489.jpg,Light,0
092040.jpg,Light,1
055286.jpg,Light,0
057644.jpg,Light,0
130813.jpg,Light,1
000052.jpg,Light,1
109704.jpg,Light,0
114027.jpg,Light,0
068339.jpg,Light,1
155906.jpg,Light,0
178894.jpg,Light,1
134453.jpg,Light,0
003599.jpg,Light,0
110254.jpg,Light,0
054364.jpg,Light,1
138296.jpg,Light,1
178329.jpg,Light,0
092848.jpg,Light,0
123265.jpg,Light,0
017671.jpg,Light,0
141423.jpg,Light,1
038686.jpg,Light,0
162991.jpg,Light,0
117329.jpg,Light,0
169195.jpg,Light,1
103416.jpg,Light,1
194540.jpg,Light,0
068738.jpg,Light,0
095925.jpg,Light,0
088784.jpg,Light,0
096948.jpg,Light,1
129406.jpg,Light,1
024651.jpg,Light,0
006433.jpg,Light,0
092252.jpg,Light,0
188949.jpg,Light,1
099688.jpg,Light,1
139364.jpg,Light,1
186804.jpg,Light,1
126456.jpg,Light,0
197074.jpg,Light,0
136335.jpg,Light,1
126681.jpg,Light,1
156400.jpg,Light,1
146607.jpg,Light,0
016959.jpg,Light,0
095649.jpg,Light,0
013438.jpg,Light,0
046565.jpg,Light,1
173253.jpg,Light,0
129149.jpg,Light,0
035945.jpg,Light,0
190321.jpg,Light,1
090309.jpg,Light,0
062606.jpg,Light,0
034326.jpg,Light,0
110290.jpg,Light,0
125564.jpg,Light,1
115470.jpg,Light,0
059493.jpg,Light,0
077961.jpg,Light,0
081615.jpg,Light,1
126125.jpg,Light,1
044746.jpg,Light,1
133243.jpg,Light,1
171070.jpg,Light,1
022372.jpg,Light,0
119657.jpg,Light,0
038935.jpg,Light,0
137353.jpg,Light,0
100064.jpg,Light,0
000070.jpg,Light,1
118825.jpg,Light,1
091783.jpg,Light,1
171677.jpg,Light,1
106372.jpg,Light,0
002128.jpg,Light,0
127627.jpg,Light,0
005486.jpg,Light,0
168865.jpg,Light,0
153617.jpg,Light,1
136892.jpg,Light,0
099718.jpg,Light,0
116954.jpg,Light,0
058408.jpg,Light,0
173699.jpg,Light,0
184563.jpg,Light,0
100105.jpg,Light,1
128879.jpg,Light,0
027590.jpg,Light,0
190272.jpg,Light,0
084005.jpg,Light,0
007495.jpg,Light,1
067361.jpg,Light,0
046387.jpg,Light,0
160432.jpg,Light,1
034895.jpg,Light,0
031053.jpg,Light,0
130417.jpg,Light,1
022007.jpg,Light,1
159853.jpg,Light,1
171675.jpg,Light,1
177239.jpg,Light,1
039624.jpg,Light,1
034314.jpg,Light,0
005877.jpg,Light,1
149499.jpg,Light,0
125769.jpg,Light,0
128503.jpg,Light,0
026248.jpg,Light,1
016360.jpg,Light,1
143407.jpg,Light,0
119457.jpg,Light,1
092464.jpg,Light,0
148630.jpg,Light,1
110311.jpg,Light,0
015533.jpg,Light,0
031334.jpg,Light,1
052308.jpg,Light,0
003812.jpg,Light,0
198213.jpg,Light,0
140687.jpg,Light,1
201677.jpg,Light,1
194818.jpg,Light,0
061305.jpg,Light,0
063506.jpg,Light,0
062143.jpg,Light,0
193810.jpg,Light,0
160973.jpg,Light,1
170590.jpg,Light,1
183183.jpg,Light,0
019095.jpg,Light,1
089479.jpg,Light,1
138675.jpg,Light,0
163881.jpg,Light,0
055314.jpg,Light,0
099050.jpg,Light,1
030995.jpg,Light,1
120589.jpg,Light,0
157715.jpg,Light,0
190504.jpg,Light,1
184567.jpg,Light,1
022377.jpg,Light,1
022405.jpg,Light,0
057918.jpg,Light,1
150534.jpg,Light,0
109455.jpg,Light,1
078290.jpg,Light,0
197731.jpg,Light,0
077612.jpg,Light,1
147882.jpg,Light,0
158020.jpg,Light,1
129815.jpg,Light,0
172144.jpg,Light,1
137342.jpg,Light,0
106821.jpg,Light,1
113592.jpg,Light,1
107068.jpg,Light,0
106410.jpg,Light,1
013021.jpg,Light,0
197335.jpg,Light,0
200768.jpg,Light,1
148964.jpg,Light,0
075401.jpg,Light,0
180852.jpg,Light,1
025544.jpg,Light,0
137627.jpg,Light,0
015445.jpg,Light,0
012470.jpg,Light,0
003569.jpg,Light,0
191547.jpg,Light,0
118405.jpg,Light,0
171276.jpg,Light,1
022174.jpg,Light,0
156144.jpg,Light,1
129223.jpg,Light,1
005989.jpg,Light,0
108513.jpg,Light,1
173823.jpg,Light,0
017382.jpg,Light,1
179467.jpg,Light,0
095183.jpg,Light,0
031153.jpg,Light,1
094289.jpg,Light,0
145003.jpg,Light,1
194855.jpg,Light,0
087183.jpg,Light,0
022271.jpg,Light,1
020315.jpg,Light,0
161361.jpg,Light,1
199182.jpg,Light,1
192969.jpg,Light,1
071370.jpg,Light,0
110956.jpg,Light,1
193493.jpg,Light,0
051711.jpg,Light,0
032315.jpg,Light,0
105585.jpg,Light,1
097756.jpg,Light,1
111255.jpg,Light,1
044917.jpg,Light,0
180000.jpg,Light,0
194713.jpg,Light,0
166544.jpg,Light,1
152187.jpg,Light,0
158643.jpg,Light,0
199745.jpg,Light,0
091319.jpg,Light,1
181863.jpg,Light,0
107541.jpg,Light,0
029858.jpg,Light,0
130306.jpg,Light,0
183866.jpg,Light,1
026202.jpg,Light,1
029496.jpg,Light,1
200916.jpg,Light,1
080189.jpg,Light,0
160068.jpg,Light,1
165851.jpg,Light,0
060083.jpg,Light,1
022065.jpg,Light,0
171367.jpg,Light,0
102438.jpg,Light,0
147616.jpg,Light,1
122893.jpg,Light,1
097027.jpg,Light,0
201200.jpg,Light,0
138411.jpg,Light,1
038388.jpg,Light,1
114892.jpg,Light,1
148643.jpg,Light,0
130713.jpg,Light,1
088842.jpg,Light,0
133742.jpg,Light,0
010776.jpg,Light,0
143474.jpg,Light,1
068197.jpg,Light,1
147606.jpg,Light,0
091532.jpg,Light,0
166151.jpg,Light,1
106464.jpg,Light,0
023196.jpg,Light,0
138561.jpg,Light,1
030855.jpg,Light,0
049400.jpg,Light,0
135905.jpg,Light,1
117965.jpg,Light,0
106667.jpg,Light,1
125914.jpg,Light,0
135468.jpg,Light,1
040785.jpg,Light,0
201946.jpg,Light,1
034979.jpg,Light,1
167892.jpg,Light,0
139736.jpg,Light,0
185142.jpg,Light,1
113652.jpg,Light,1
040550.jpg,Light,1
121184.jpg,Light,0
014473.jpg,Light,1
017813.jpg,Light,0
022664.jpg,Light,1
039522.jpg,Light,1
061007.jpg,Light,1
117026.jpg,Light,0
086501.jpg,Light,1
108310.jpg,Light,1
132098.jpg,Light,1
139655.jpg,Light,0
051264.jpg,Light,0
192213.jpg,Light,1
032502.jpg,Light,0
029888.jpg,Light,1
120853.jpg,Light,1
128599.jpg,Light,0
099150.jpg,Light,0
156735.jpg,Light,0
184713.jpg,Light,1
193092.jpg,Light,1
105027.jpg,Light,0
156331.jpg,Light,1
142344.jpg,Light,0
196673.jpg,Light,1
028837.jpg,Light,0
151321.jpg,Dark,0
005980.jpg,Dark,1
039738.jpg,Dark,1
176588.jpg,Dark,0
088695.jpg,Dark,1
097789.jpg,Dark,0
039880.jpg,Dark,0
167902.jpg,Dark,1
109995.jpg,Dark,1
133176.jpg,Dark,0
008137.jpg,Dark,0
151863.jpg,Dark,0
161744.jpg,Dark,1
144936.jpg,Dark,0
015206.jpg,Dark,1
183700.jpg,Dark,0
075900.jpg,Dark,0
039883.jpg,Dark,0
201340.jpg,Dark,1
059637.jpg,Dark,0
079295.jpg,Dark,0
003049.jpg,Dark,0
191271.jpg,Dark,0
114496.jpg,Dark,1
130534.jpg,Dark,1
199956.jpg,Dark,0
149034.jpg,Dark,0
109612.jpg,Dark,1
144702.jpg,Dark,0
056312.jpg,Dark,0
065096.jpg,Dark,0
141691.jpg,Dark,1
055343.jpg,Dark,1
085214.jpg,Dark,1
115834.jpg,Dark,1
089610.jpg,Dark,0
004508.jpg,Dark,0
139104.jpg,Dark,1
174762.jpg,Dark,0
014068.jpg,Dark,0
070075.jpg,Dark,0
145964.jpg,Dark,1
121548.jpg,Dark,1
013263.jpg,Dark,1
050372.jpg,Dark,1
035475.jpg,Dark,0
018518.jpg,Dark,0
201583.jpg,Dark,1
014650.jpg,Dark,1
036354.jpg,Dark,0
167899.jpg,Dark,1
054937.jpg,Dark,1
076228.jpg,Dark,0
060715.jpg,Dark,1
003503.jpg,Dark,1
183303.jpg,Dark,0
035933.jpg,Dark,1
070704.jpg,Dark,0
004052.jpg,Dark,1
044258.jpg,Dark,0
013857.jpg,Dark,1
015573.jpg,Dark,0
015215.jpg,Dark,1
049224.jpg,Dark,0
004330.jpg,Dark,0
061518.jpg,Dark,0
069622.jpg,Dark,0
112131.jpg,Dark,0
034647.jpg,Dark,0
202359.jpg,Dark,1
074706.jpg,Dark,0
170548.jpg,Dark,1
202370.jpg,Dark,1
070986.jpg,Dark,1
101602.jpg,Dark,1
007273.jpg,Dark,1
198180.jpg,Dark,1
050249.jpg,Dark,1
049056.jpg,Dark,1
040648.jpg,Dark,0
199698.jpg,Dark,0
080493.jpg,Dark,0
120157.jpg,Dark,0
154365.jpg,Dark,0
128709.jpg,Dark,1
126916.jpg,Dark,0
195276.jpg,Dark,0
187289.jpg,Dark,1
061730.jpg,Dark,0
083762.jpg,Dark,1
200809.jpg,Dark,1
057906.jpg,Dark,1
191821.jpg,Dark,0
191835.jpg,Dark,1
166265.jpg,Dark,1
163321.jpg,Dark,0
116557.jpg,Dark,0
064670.jpg,Dark,1
175999.jpg,Dark,0
143422.jpg,Dark,1
125980.jpg,Dark,0
195919.jpg,Dark,1
006354.jpg,Dark,0
188223.jpg,Dark,0
121729.jpg,Dark,0
171320.jpg,Dark,1
179797.jpg,Dark,0
105258.jpg,Dark,1
065960.jpg,Dark,1
193990.jpg,Dark,0
003373.jpg,Dark,0
191407.jpg,Dark,1
178272.jpg,Dark,0
077155.jpg,Dark,0
127010.jpg,Dark,1
143347.jpg,Dark,0
146767.jpg,Dark,1
146773.jpg,Dark,0
150677.jpg,Dark,0
117272.jpg,Dark,1
151583.jpg,Dark,0
060762.jpg,Dark,0
055256.jpg,Dark,0
013388.jpg,Dark,0
069818.jpg,Dark,0
071925.jpg,Dark,0
058384.jpg,Dark,1
020968.jpg,Dark,0
083635.jpg,Dark,0
069207.jpg,Dark,0
032766.jpg,Dark,1
098758.jpg,Dark,0
046756.jpg,Dark,1
026511.jpg,Dark,1
122039.jpg,Dark,0
020835.jpg,Dark,0
029742.jpg,Dark,0
054959.jpg,Dark,1
095678.jpg,Dark,0
157277.jpg,Dark,1
138317.jpg,Dark,0
167834.jpg,Dark,0
142320.jpg,Dark,0
050917.jpg,Dark,1
151980.jpg,Dark,1
177748.jpg,Dark,1
140696.jpg,Dark,0
008361.jpg,Dark,1
166452.jpg,Dark,0
180666.jpg,Dark,0
130204.jpg,Dark,0
174446.jpg,Dark,1
094571.jpg,Dark,0
192128.jpg,Dark,1
028661.jpg,Dark,1
019331.jpg,Dark,1
037782.jpg,Dark,1
074132.jpg,Dark,0
081839.jpg,Dark,0
200555.jpg,Dark,1
198039.jpg,Dark,0
113750.jpg,Dark,0
069003.jpg,Dark,1
167761.jpg,Dark,1
035557.jpg,Dark,0
030407.jpg,Dark,1
141215.jpg,Dark,0
141361.jpg,Dark,0
006599.jpg,Dark,1
138463.jpg,Dark,1
175011.jpg,Dark,0
031727.jpg,Dark,0
041029.jpg,Dark,1
141940.jpg,Dark,0
171672.jpg,Dark,1
110298.jpg,Dark,1
147471.jpg,Dark,0
070587.jpg,Dark,1
017093.jpg,Dark,1
093422.jpg,Dark,0
084162.jpg,Dark,1
189903.jpg,Dark,0
060151.jpg,Dark,0
111743.jpg,Dark,0
035645.jpg,Dark,0
074427.jpg,Dark,0
042750.jpg,Dark,1
165489.jpg,Dark,0
092606.jpg,Dark,0
052436.jpg,Dark,1
054047.jpg,Dark,0
153072.jpg,Dark,0
149994.jpg,Dark,1
035877.jpg,Dark,0
005008.jpg,Dark,0
126148.jpg,Dark,1
148322.jpg,Dark,0
087369.jpg,Dark,0
155777.jpg,Dark,1
137124.jpg,Dark,1
200095.jpg,Dark,0
161835.jpg,Dark,1
083126.jpg,Dark,0
033746.jpg,Dark,1
171978.jpg,Dark,0
051470.jpg,Dark,0
033795.jpg,Dark,1
185396.jpg,Dark,0
045818.jpg,Dark,1
104071.jpg,Dark,1
148535.jpg,Dark,0
189396.jpg,Dark,1
063767.jpg,Dark,0
062121.jpg,Dark,0
169934.jpg,Dark,0
016312.jpg,Dark,0
103858.jpg,Dark,0
037531.jpg,Dark,1
143515.jpg,Dark,1
016266.jpg,Dark,0
171943.jpg,Dark,0
011906.jpg,Dark,1
090954.jpg,Dark,1
132259.jpg,Dark,0
093497.jpg,Dark,1
102615.jpg,Dark,1
159639.jpg,Dark,1
062876.jpg,Dark,0
017543.jpg,Dark,0
202069.jpg,Dark,0
016067.jpg,Dark,0
195439.jpg,Average,1
198848.jpg,Average,1
197762.jpg,Average,0
144274.jpg,Average,1
037265.jpg,Average,1
134744.jpg,Average,1
047153.jpg,Average,0
117002.jpg,Average,1
107946.jpg,Average,1
143136.jpg,Average,0
200262.jpg,Average,0
014522.jpg,Average,1
003062.jpg,Average,0
166759.jpg,Average,0
013477.jpg,Average,0
198450.jpg,Average,1
159783.jpg,Average,0
127275.jpg,Average,1
046890.jpg,Average,0
048117.jpg,Average,0
097577.jpg,Average,1
067874.jpg,Average,0
067121.jpg,Average,0
047030.jpg,Average,0
151120.jpg,Average,1
095162.jpg,Average,1
146312.jpg,Average,0
109388.jpg,Average,0
117820.jpg,Average,1
192023.jpg,Average,0
140617.jpg,Average,1
129104.jpg,Average,0
121766.jpg,Average,0
114284.jpg,Average,1
049197.jpg,Average,0
181704.jpg,Average,0
079646.jpg,Average,0
059780.jpg,Average,1
088481.jpg,Average,0
116726.jpg,Average,0
119405.jpg,Average,1
014848.jpg,Average,0
120092.jpg,Average,1
060267.jpg,Average,0
127104.jpg,Average,1
027662.jpg,Average,0
033171.jpg,Average,0
183329.jpg,Average,0
117548.jpg,Average,1
175483.jpg,Average,0
032910.jpg,Average,1
067050.jpg,Average,0
109789.jpg,Average,0
078985.jpg,Average,0
069491.jpg,Average,1
183712.jpg,Average,0
029710.jpg,Average,1
170659.jpg,Average,0
049190.jpg,Average,0
175480.jpg,Average,1
155988.jpg,Average,1
036235.jpg,Average,0
043872.jpg,Average,0
159631.jpg,Average,1
020906.jpg,Average,1
110153.jpg,Average,0
189982.jpg,Average,0
135847.jpg,Average,1
121841.jpg,Average,0
098195.jpg,Average,1
201526.jpg,Average,1
040924.jpg,Average,0
070944.jpg,Average,1
113207.jpg,Average,0
201678.jpg,Average,0
158574.jpg,Average,1
117289.jpg,Average,0
098976.jpg,Average,0
023886.jpg,Average,1
175356.jpg,Average,1
069794.jpg,Average,0
052058.jpg,Average,0
006838.jpg,Average,1
072175.jpg,Average,0
179140.jpg,Average,1
030568.jpg,Average,0
100681.jpg,Average,0
048809.jpg,Average,0
129549.jpg,Average,1
194779.jpg,Average,1
198431.jpg,Average,0
010889.jpg,Average,0
168073.jpg,Average,1
149081.jpg,Average,1
089448.jpg,Average,1
116426.jpg,Average,0
152264.jpg,Average,0
075624.jpg,Average,0
154198.jpg,Average,0
046588.jpg,Average,1
003567.jpg,Average,1
105102.jpg,Average,1
115488.jpg,Average,0
164503.jpg,Average,0
160765.jpg,Average,0
122230.jpg,Average,0
019516.jpg,Average,0
116396.jpg,Average,0
070991.jpg,Average,0
063655.jpg,Average,0
186801.jpg,Average,1
018230.jpg,Average,0
169146.jpg,Average,1
148611.jpg,Average,0
134251.jpg,Average,0
200616.jpg,Average,1
148371.jpg,Average,1
162598.jpg,Average,0
100484.jpg,Average,0
099925.jpg,Average,0
190646.jpg,Average,0
102318.jpg,Average,1
118618.jpg,Average,1
028095.jpg,Average,1
002867.jpg,Average,0
161443.jpg,Average,0
026708.jpg,Average,0
071678.jpg,Average,0
023300.jpg,Average,1
071452.jpg,Average,0
079032.jpg,Average,1
141368.jpg,Average,0
049720.jpg,Average,1
155692.jpg,Average,1
098623.jpg,Average,1
010441.jpg,Average,1
123909.jpg,Average,0
175232.jpg,Average,0
045859.jpg,Average,0
199675.jpg,Average,1
028519.jpg,Average,1
164277.jpg,Average,1
011818.jpg,Average,0
011831.jpg,Average,0
076114.jpg,Average,1
157327.jpg,Average,0
022974.jpg,Average,0
117878.jpg,Average,0
024097.jpg,Average,0
001232.jpg,Average,0
118788.jpg,Average,1
030004.jpg,Average,0
127791.jpg,Average,0
086611.jpg,Average,1
136878.jpg,Average,0
068737.jpg,Average,0
146390.jpg,Average,1
052291.jpg,Average,0
140681.jpg,Average,0
109068.jpg,Average,0
094639.jpg,Average,0
140332.jpg,Average,1
174041.jpg,Average,0
185912.jpg,Average,0
071111.jpg,Average,0
033450.jpg,Average,0
191032.jpg,Average,1
037352.jpg,Average,0
178451.jpg,Average,1
084761.jpg,Average,0
167149.jpg,Average,0
110880.jpg,Average,1
026739.jpg,Average,0
143611.jpg,Average,0
169577.jpg,Average,0
002315.jpg,Average,0
084158.jpg,Average,1
004994.jpg,Average,0
117863.jpg,Average,0
023708.jpg,Average,1
062967.jpg,Average,1
113630.jpg,Average,0
154209.jpg,Average,1
099045.jpg,Average,0
154751.jpg,Average,0
192689.jpg,Average,1
031917.jpg,Average,0
040446.jpg,Average,0
173926.jpg,Average,1
097322.jpg,Average,0
071664.jpg,Average,0
157885.jpg,Average,1
180663.jpg,Average,1
173258.jpg,Average,0
149701.jpg,Average,0
098831.jpg,Average,0
064875.jpg,Average,0
172024.jpg,Average,1
040914.jpg,Average,0
064901.jpg,Average,0
188215.jpg,Average,0
021093.jpg,Average,1
176652.jpg,Average,1
056596.jpg,Average,1
013791.jpg,Average,0
013342.jpg,Average,1
086629.jpg,Average,1
146169.jpg,Average,0
058324.jpg,Average,1
154244.jpg,Average,0
094935.jpg,Average,0
093914.jpg,Average,1
134759.jpg,Average,0
121354.jpg,Average,0
138942.jpg,Average,1
129697.jpg,Average,1
130311.jpg,Average,0
176350.jpg,Average,0
053852.jpg,Average,1
029481.jpg,Average,1
114714.jpg,Average,0
061412.jpg,Average,0
146084.jpg,Average,1
030890.jpg,Average,1
108328.jpg,Average,0
137682.jpg,Average,0
197434.jpg,Average,0
188070.jpg,Average,1
027095.jpg,Average,0
130933.jpg,Average,1
049558.jpg,Average,0
180980.jpg,Average,1
200137.jpg,Average,0
144322.jpg,Average,0
120868.jpg,Average,0
052232.jpg,Average,1
155987.jpg,Average,1
144691.jpg,Average,0
152964.jpg,Average,0
027486.jpg,Average,1
140838.jpg,Average,0
102362.jpg,Average,0
058078.jpg,Average,0
068839.jpg,Average,0
145149.jpg,Average,0
090774.jpg,Average,0
093255.jpg,Average,0
070864.jpg,Average,1
144041.jpg,Average,0
108539.jpg,Average,1
045415.jpg,Average,1
113874.jpg,Average,0
102206.jpg,Average,0
104893.jpg,Average,1
164975.jpg,Average,0
132299.jpg,Average,1
047174.jpg,Average,0
117757.jpg,Average,0
166145.jpg,Average,1
044119.jpg,Average,0
167070.jpg,Average,0
163564.jpg,Average,0
145548.jpg,Average,0
100000.jpg,Average,0
128565.jpg,Average,1
152587.jpg,Average,0
022921.jpg,Average,1
079925.jpg,Average,0
181046.jpg,Average,0
202240.jpg,Average,0
068960.jpg,Average,0
137727.jpg,Average,1
048654.jpg,Average,0
093911.jpg,Average,1
077329.jpg,Average,0
071764.jpg,Average,0
181497.jpg,Average,0
117581.jpg,Average,0
167073.jpg,Average,0
121768.jpg,Average,1
131590.jpg,Average,0
024360.jpg,Average,0
135443.jpg,Average,0
098474.jpg,Average,1
137283.jpg,Average,0
180213.jpg,Average,0
170309.jpg,Average,0
183518.jpg,Average,1
192373.jpg,Average,1
091108.jpg,Average,0
035872.jpg,Average,1
130708.jpg,Lightest,0
094082.jpg,Lightest,0
087798.jpg,Lightest,1
